text,x,y,width,paragraph_height,para_line_count,Avg_line_height,file_name
"General account contracts that are guaranteed payout annuities purchased for employees upon retirement or termination of employment. Contracts can be life or non-life contingent non- participating contracts which do not provide for any loan or cash surrender value and, with few exceptions, do not permit future considerations.",54,633.6140137,513.75,46.89801025,5,9.379602051,Sample documents\2023-metlife-annual-report_web
"Customized annuities designed to serve as an alternative to a lump sum payment in a lawsuit initiated because of personal injury, wrongful death, or a workers’ compensation claim or other claim for damages. Surrenders are generally not allowed, although commutations are permitted in certain circumstances. Guaranteed payments consist of life contingent annuities, term certain annuities and lump sums.",175.8500061,645.1129761,391.8999939,61.34503174,5,12.26900635,Sample documents\2023-metlife-annual-report_web
"Risk  Longevity  Longevity reinsurance is a risk mitigation solution for United Kingdom (“U.K.”) pension plan Solutions Reinsurance  sponsors and U.K. insurance companies that write pension risk transfer business, converting Solutions uncertain future pension benefit obligations into a fixed stream of payments to MetLife over",56.65000153,51.9980011,511.1499939,664.460022,4,166.1150055,Sample documents\2023-metlife-annual-report_web
the duration of the contract as opposed to a lump sum at inception in typical pension risk,175.8999939,63.49700165,410.8500061,11.49900055,1,11.49900055,Sample documents\2023-metlife-annual-report_web
transfer transactions.,175.8999939,74.9960022,410.8500061,11.49900055,1,11.49900055,Sample documents\2023-metlife-annual-report_web
"Benefit  Specialized life insurance products and funding agreements designed specifically to provide Funding  solutions  for  funding  postretirement  benefits  and  company-,  bank-  or  trust-owned  life Solutions insurance used to finance nonqualified benefit programs for executives.",115.9000015,86.49500275,451.9500427,45.64699554,3,15.21566518,Sample documents\2023-metlife-annual-report_web
"Capital  • Funding agreement-backed notes are offered in medium term note programs, under which Markets  funding agreements are issued to special-purpose trusts that issue marketable notes in U.S. Investment  dollars or foreign currencies. The proceeds of these note issuances are used to acquire funding Products agreements with matching interest and maturity payment terms from certain subsidiaries of",56.65000153,132.1419983,511.1499939,51.59599304,4,12.89899826,Sample documents\2023-metlife-annual-report_web
"MetLife, Inc. The notes are underwritten and marketed by major investment banks’ broker- dealer operations and are sold to institutional investors.",175.8999939,183.7380066,389.3500061,23.04798889,2,11.52399445,Sample documents\2023-metlife-annual-report_web
"• Funding agreement-backed commercial paper is issued by a special-purpose limited liability company  which  deposits  the  proceeds  under  a  master  funding  agreement  issued  to  it  by Metropolitan Life Insurance Company (“MLIC”). The commercial paper is issued in U.S. dollars  or  foreign  currencies,  receives  the  same  short-term  credit  rating  as  MLIC  and  is marketed by major investment banks’ broker-dealer operations.",175.8999939,206.7859955,391.8999939,66.39500427,5,13.27900085,Sample documents\2023-metlife-annual-report_web
• Funding agreements are issued by certain of our insurance subsidiaries to the Federal Home Loan  Bank  of  New  York  (“FHLBNY”)  and  to  a  subsidiary  of  the  Federal  Agricultural Mortgage Corporation.,175.8999939,273.1809998,391.9499817,43.49697876,3,14.49899292,Sample documents\2023-metlife-annual-report_web
Asia,54,316.678009,532.75,28.84899902,1,28.84899902,Sample documents\2023-metlife-annual-report_web
"Our Asia operations are geographically diverse encompassing both developed and emerging markets. We operate in nine jurisdictions throughout Asia, with our largest operation in Japan. We market our products and services through a range of proprietary and third-party distribution channels.",54,345.5270081,516.3499756,42.1499939,3,14.04999797,Sample documents\2023-metlife-annual-report_web
"In Japan, our face-to-face channels including both career and general agency, continue to be critical to our overall distribution strategy, catering to various needs of individual retail customers. Our competitive advantage in bancassurance is based on robust distribution relationships with Japan’s very large banks, trust banks and various regional banks. Outside of Japan, our distribution strategies vary by market and leverage a combination of career and general agencies, bancassurance and direct marketing. In select markets, we also use independent brokers for retail sales and our employee sales force to sell group products.",54,387.677002,516.4000244,77.95001221,6,12.9916687,Sample documents\2023-metlife-annual-report_web
Major Products,74.65000153,465.6270142,512.0999756,22.04901123,1,22.04901123,Sample documents\2023-metlife-annual-report_web
"Life Insurance Whole and term life, endowments, universal and variable life, as well as group life products.",74.65000153,487.6759949,512.0999756,13.59899902,1,13.59899902,Sample documents\2023-metlife-annual-report_web
"Accident & Health  Full  range  of  accident  &  health  products,  including  hospitalization,  cancer,  critical  illness, Insurance disability, income protection and personal accident coverage.",74.65000153,501.2749939,493.1000061,35.14804077,2,17.57402039,Sample documents\2023-metlife-annual-report_web
"Retirement and  Fixed and variable annuities, as well as regular savings products. Savings",74.65000153,536.4229736,355.6000061,37.09802246,2,18.54901123,Sample documents\2023-metlife-annual-report_web
Latin America,54,573.5209961,532.75,21.84899902,1,21.84899902,Sample documents\2023-metlife-annual-report_web
Our  largest  operations  are  in  Mexico  and  Chile.  We  market  our  products  and  services  through  a  multi-channel distribution strategy which varies by geographic region and stage of market development.,54,595.3699951,516.2999878,30.15002441,2,15.07501221,Sample documents\2023-metlife-annual-report_web
"We have an exclusive and captive agency distribution network which sells a variety of individual life, accident & health, and pension products. Our direct marketing channel includes sponsors and telesales representatives selling mainly accident & health and individual life products directly to consumers. We also work with brokers and independent agents on sales of group and individual life, accident & health, group medical, dental and pension products, and worksite marketing. We also offer to government employees life and medical insurance, as well as retirement and savings, and other products.",54,625.5200195,516.4000244,65.94995117,5,13.18999023,Sample documents\2023-metlife-annual-report_web
Major Products,57.75,29,529,700.2199707,2,350.1099854,Sample documents\2023-metlife-annual-report_web
"Life Insurance Whole and term life, endowments, universal and variable life, as well as group life products.",57.75,67.1989975,529,13.59899902,1,13.59899902,Sample documents\2023-metlife-annual-report_web
Retirement and Savings Fixed annuities and pension products. Fixed income annuities provide for asset distribution needs.,57.75,80.79799652,529,23.64900208,1,23.64900208,Sample documents\2023-metlife-annual-report_web
Our  savings-oriented  pension  products  are  primarily  offered  in  Chile  under  a  mandatory privatized social security system.,159.75,104.4469986,406.9500122,23.04800415,2,11.52400208,Sample documents\2023-metlife-annual-report_web
"Accident & Health  Group  and  individual  major  medical,  accidental,  and  supplemental  health  products,  including Insurance AD&D, hospital indemnity, medical reimbursement, and medical coverage for serious medical",57.75,127.4950027,508.9000244,25.59798431,2,12.79899216,Sample documents\2023-metlife-annual-report_web
"conditions, as well as dental products.",159.75,153.0930023,427,11.49899292,1,11.49899292,Sample documents\2023-metlife-annual-report_web
Credit Insurance Policies designed to fulfill certain loan obligations in the event of the policyholder’s death. EMEA,54,164.5919952,478.5499878,62.90000916,2,31.45000458,Sample documents\2023-metlife-annual-report_web
"We operate across EMEA in both developed (Western Europe) and emerging (Central and Eastern Europe, Middle East and Africa) markets. Our largest operations are in the Gulf region, the U.K. and France. In more mature markets, we focus our strategy on our preferred market segments to play a “niche” role. We also have a strong market presence in emerging markets leveraging a multi-channel distribution strategy.",54,227.4920044,516.4000244,54.1000061,4,13.52500153,Sample documents\2023-metlife-annual-report_web
"Created with an evaluation copy of Aspose.Words. To remove all limitations, you can use Free Temporary License https://products.aspose.com/words/temporary-license/",72,49.19900131,487.3499756,27.59799576,2,13.79899788,Sample documents\MetLife-Critical-Illness-Policy-Information
Metropolitan Life Insurance Company,232.3000031,106.0770035,337.0499878,34.7990036,1,34.7990036,Sample documents\MetLife-Critical-Illness-Policy-Information
"200 Park Avenue, New York, New York 10116-0188",200.1499939,140.8760071,369.1999817,11.54899597,1,11.54899597,Sample documents\MetLife-Critical-Illness-Policy-Information
